,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_0,Attrition_1,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_No,OverTime_Yes
1253,33,1283,2,3,1,1756,4,62,3,2,2,5147,10697,8,15,3,4,80,0,13,2,2,11,7,1,7,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1254,49,1313,11,4,1,1757,4,80,3,2,4,4507,8191,3,12,3,3,80,0,8,1,4,5,1,0,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1255,33,211,16,3,1,1758,1,74,3,3,1,8564,10092,2,20,4,3,80,0,11,2,2,0,0,0,0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
1256,38,594,2,2,1,1760,3,75,2,1,2,2468,15963,4,14,3,2,80,1,9,4,2,6,1,0,5,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1257,31,1079,16,4,1,1761,1,70,3,3,3,8161,19002,2,13,3,1,80,3,10,2,3,1,0,0,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1258,29,590,4,3,1,1762,4,91,2,1,1,2109,10007,1,13,3,3,80,1,1,2,3,1,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
1259,30,305,16,3,1,1763,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,3,7,0,1,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1260,32,953,5,4,1,1764,2,65,3,1,2,2718,17674,2,14,3,2,80,0,12,3,3,7,7,0,7,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1261,38,833,18,3,1,1766,2,60,1,2,4,5811,24539,3,16,3,3,80,1,15,2,3,1,0,1,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1262,43,807,17,3,1,1767,3,38,2,1,3,2437,15587,9,16,3,4,80,1,6,4,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1263,42,855,12,3,1,1768,2,57,3,1,2,2766,8952,8,22,4,2,80,3,7,6,2,5,3,0,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
1264,55,478,2,3,1,1770,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,2,3,1,0,0,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1265,33,775,4,3,1,1771,4,90,3,2,2,3055,6194,5,15,3,4,80,2,11,2,2,9,8,1,7,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
1266,41,548,9,4,1,1772,3,94,3,1,1,2289,20520,1,20,4,2,80,2,5,2,3,5,3,0,4,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
1267,34,1375,10,3,1,1774,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,3,15,14,0,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
1268,53,661,1,4,1,1775,1,60,2,4,3,12965,22308,4,20,4,4,80,3,27,2,2,3,2,0,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1269,43,244,2,3,1,1778,2,97,3,1,4,3539,5033,0,13,3,2,80,0,10,5,3,9,7,1,8,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
1270,34,511,3,2,1,1779,4,32,1,2,4,6029,25353,5,12,3,1,80,0,6,3,3,2,2,2,2,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1271,21,337,7,1,1,1780,2,31,3,1,2,2679,4567,1,13,3,2,80,0,1,3,3,1,0,1,0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
1272,38,1153,6,2,1,1782,4,40,2,1,3,3702,16376,1,11,3,2,80,1,5,3,3,5,4,0,4,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1273,22,1294,8,1,1,1783,3,79,3,1,1,2398,15999,1,17,3,3,80,0,1,6,3,1,0,0,0,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
1274,31,196,29,4,1,1784,1,91,2,2,4,5468,13402,1,14,3,1,80,2,13,3,3,12,7,5,7,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1275,51,942,3,3,1,1786,1,53,3,3,3,13116,22984,2,11,3,4,80,0,15,2,3,2,2,2,2,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
1276,37,589,9,2,1,1787,2,46,2,2,2,4189,8800,1,14,3,1,80,2,5,2,3,5,2,0,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1277,46,734,2,4,1,1789,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,3,2,1,2,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
1278,36,1383,10,3,1,1790,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,1,3,12,8,5,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1279,44,429,1,2,1,1792,3,99,3,1,2,2342,11092,1,12,3,3,80,3,6,2,2,5,3,2,3,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True
1280,37,1239,8,2,1,1794,3,89,3,2,2,4071,12832,2,13,3,3,80,0,19,4,2,10,0,4,7,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
1281,35,303,27,3,1,1797,3,84,3,2,4,5813,13492,1,18,3,4,80,0,10,2,3,10,7,7,7,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
1282,33,867,8,4,1,1798,4,90,4,1,1,3143,6076,6,19,3,2,80,1,14,1,3,10,8,7,6,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1283,28,1181,1,3,1,1799,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,6,4,5,3,0,3,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1284,39,1253,10,1,1,1800,3,65,3,3,3,13464,7914,7,21,4,3,80,0,9,3,3,4,3,2,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
1285,46,849,26,2,1,1801,2,98,2,2,2,7991,25166,8,15,3,3,80,0,6,3,3,2,2,2,2,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1286,40,616,2,2,1,1802,3,99,3,1,1,3377,25605,4,17,3,4,80,1,7,5,2,4,3,0,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1287,42,1128,13,3,1,1803,2,95,4,2,1,5538,5696,5,18,3,3,80,2,10,2,2,0,0,0,0,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1288,35,1180,2,2,1,1804,2,90,3,2,4,5762,24442,2,14,3,3,80,1,15,6,3,7,7,1,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1289,38,1336,2,3,1,1805,1,100,3,1,2,2592,7129,5,13,3,4,80,3,13,3,3,11,10,3,8,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
1290,34,234,9,4,1,1807,4,93,3,2,1,5346,6208,4,17,3,3,80,1,11,3,2,7,1,0,7,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1291,37,370,10,4,1,1809,4,58,3,2,1,4213,4992,1,15,3,2,80,0,10,4,1,10,3,0,8,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
1292,39,766,20,3,1,1812,3,83,3,2,4,4127,19188,2,18,3,4,80,1,7,6,3,2,1,2,2,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
1293,43,343,9,3,1,1813,1,52,3,1,3,2438,24978,4,13,3,3,80,0,7,2,2,3,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1294,41,447,5,3,1,1814,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,3,1,3,2,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1295,41,796,4,1,1,1815,3,81,3,3,3,10447,26458,0,13,3,4,80,1,23,3,4,22,14,13,5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
1296,30,1092,10,3,1,1816,1,64,3,3,3,9667,2739,9,14,3,2,80,0,9,3,3,7,7,0,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
1297,26,920,20,2,1,1818,4,69,3,1,2,2148,6889,0,11,3,3,80,0,6,3,3,5,1,1,4,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
1298,46,261,21,2,1,1821,4,66,3,2,2,8926,10842,4,22,4,4,80,1,13,2,4,9,7,3,7,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1299,40,1194,1,3,1,1822,3,52,3,2,4,6513,9060,4,17,3,4,80,1,12,3,3,5,3,0,3,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1300,34,810,8,2,1,1823,2,92,4,2,3,6799,22128,1,21,4,3,80,2,10,5,3,10,8,4,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1301,58,350,2,3,1,1824,2,52,3,4,2,16291,22577,4,22,4,4,80,1,37,0,2,16,9,14,14,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1302,35,185,23,4,1,1826,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,2,4,5,4,0,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1303,47,1001,4,3,1,1827,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,4,3,22,11,14,10,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
1304,40,750,12,3,1,1829,2,47,3,2,1,4448,10748,2,12,3,2,80,1,15,3,3,7,4,7,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1305,54,431,7,4,1,1830,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,2,7,1,1,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1306,31,1125,7,4,1,1833,1,68,3,3,1,9637,8277,2,14,3,4,80,2,9,3,3,3,2,2,2,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1307,28,1217,1,3,1,1834,3,67,3,1,1,3591,12719,1,25,4,3,80,1,3,3,3,3,2,1,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1308,38,723,2,4,1,1835,2,77,1,2,4,5405,4244,2,20,4,1,80,2,20,4,2,4,2,0,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True
1309,26,572,10,3,1,1836,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,4,3,5,3,1,2,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1310,58,1216,15,4,1,1837,1,87,3,4,3,15787,21624,2,14,3,2,80,0,23,3,3,2,2,2,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
1311,18,1431,14,3,1,1839,2,33,3,1,3,1514,8018,1,16,3,3,80,0,0,4,1,0,0,0,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False
1312,31,359,18,5,1,1842,4,89,4,1,1,2956,21495,0,17,3,3,80,0,2,4,3,1,0,0,0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
1313,29,350,13,3,1,1844,1,56,2,1,1,2335,3157,4,15,3,4,80,3,4,3,3,2,2,2,0,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
1314,45,589,2,4,1,1845,3,67,3,2,3,5154,19665,4,22,4,2,80,2,10,3,4,8,7,5,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1315,36,430,2,4,1,1847,4,73,3,2,2,6962,19573,4,22,4,4,80,1,15,2,3,1,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1316,43,1422,2,4,1,1849,1,92,3,2,4,5675,19246,1,20,4,3,80,1,7,5,3,7,7,7,7,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1317,27,1297,5,2,1,1850,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,3,2,5,4,0,2,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True
1318,29,574,20,1,1,1852,4,40,3,1,4,3812,7003,1,13,3,2,80,0,11,3,4,11,8,3,10,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1319,32,1318,10,4,1,1853,4,79,3,2,4,4648,26075,8,13,3,3,80,0,4,2,4,0,0,0,0,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1320,42,355,10,4,1,1854,3,38,3,1,3,2936,6161,3,22,4,2,80,2,10,1,2,6,3,3,3,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1321,47,207,9,4,1,1856,2,64,3,1,3,2105,5411,4,12,3,3,80,0,7,2,3,2,2,2,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
1322,46,706,2,2,1,1857,4,82,3,3,4,8578,19989,3,14,3,3,80,1,12,4,2,9,8,4,7,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
1323,28,280,1,2,1,1858,3,43,3,1,4,2706,10494,1,15,3,2,80,1,3,2,3,3,2,2,2,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
1324,29,726,29,1,1,1859,4,93,1,2,3,6384,21143,8,17,3,4,80,2,11,3,3,7,0,1,6,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
1325,42,1142,8,3,1,1860,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,3,0,0,0,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
1326,32,414,2,4,1,1862,3,82,2,2,2,9907,26186,7,12,3,3,80,0,7,3,2,2,2,2,2,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
1327,46,1319,3,3,1,1863,1,45,4,4,1,13225,7739,2,12,3,4,80,1,25,5,3,19,17,2,8,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False
1328,27,728,23,1,1,1864,2,36,2,2,3,3540,7018,1,21,4,4,80,1,9,5,3,9,8,5,8,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
1329,29,352,6,1,1,1865,4,87,2,1,2,2804,15434,1,11,3,4,80,0,1,3,3,1,0,0,0,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
1330,43,823,6,3,1,1866,1,81,2,5,3,19392,22539,7,13,3,4,80,0,21,2,3,16,12,6,14,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
1331,48,1224,10,3,1,1867,4,91,2,5,2,19665,13583,4,12,3,4,80,0,29,3,3,22,10,12,9,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1332,29,459,24,2,1,1868,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,3,2,1,0,1,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
1333,46,1254,10,3,1,1869,3,64,3,3,2,7314,14011,5,21,4,3,80,3,14,2,3,8,7,0,7,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1334,27,1131,15,3,1,1870,4,77,2,1,1,4774,23844,0,19,3,4,80,1,8,2,2,7,6,7,3,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1335,39,835,19,4,1,1871,4,41,3,2,4,3902,5141,8,14,3,2,80,3,7,2,3,2,2,2,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False
1336,55,836,2,4,1,1873,2,98,2,1,4,2662,7975,8,20,4,2,80,1,19,2,4,5,2,0,4,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False
1337,28,1172,3,3,1,1875,2,78,3,1,2,2856,3692,1,19,3,4,80,1,1,3,3,1,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
1338,30,945,9,3,1,1876,2,89,3,1,4,1081,16019,1,13,3,3,80,0,1,3,2,1,0,0,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False
1339,22,391,7,1,1,1878,4,75,3,1,2,2472,26092,1,23,4,1,80,0,1,2,3,1,0,0,0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True
1340,36,1266,10,4,1,1880,2,63,2,2,3,5673,6060,1,13,3,1,80,1,10,4,3,10,9,1,7,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1341,31,311,20,3,1,1881,2,89,3,2,3,4197,18624,1,11,3,1,80,1,10,2,3,10,8,0,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
1342,34,1480,4,3,1,1882,3,64,3,3,4,9713,24444,2,13,3,4,80,3,9,3,3,5,3,1,0,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1343,29,592,7,3,1,1883,4,59,3,1,1,2062,19384,3,14,3,2,80,0,11,2,3,3,2,1,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
1344,37,783,7,4,1,1885,4,78,3,2,1,4284,13588,5,22,4,3,80,1,16,2,3,5,3,0,4,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1345,35,219,16,2,1,1886,4,44,2,2,2,4788,25388,0,11,3,4,80,0,4,2,3,3,2,0,2,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1346,45,556,25,2,1,1888,2,93,2,2,4,5906,23888,0,13,3,4,80,2,10,2,2,9,8,3,8,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
1347,36,1213,2,1,1,1890,2,94,2,2,4,3886,4223,1,21,4,4,80,0,10,2,2,10,1,0,8,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False
1348,40,1137,1,4,1,1892,1,98,3,4,1,16823,18991,2,11,3,1,80,1,22,3,3,19,7,11,16,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1349,26,482,1,2,1,1893,2,90,2,1,3,2933,14908,1,13,3,3,80,1,1,3,2,1,0,1,0,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1350,27,511,2,2,1,1898,1,89,4,2,3,6500,26997,0,14,3,2,80,0,9,5,2,8,7,0,7,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
1351,48,117,22,3,1,1900,4,58,3,4,4,17174,2437,3,11,3,2,80,1,24,3,3,22,17,4,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
1352,44,170,1,4,1,1903,2,78,4,2,1,5033,9364,2,15,3,4,80,1,10,5,3,2,0,2,2,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1353,34,967,16,4,1,1905,4,85,1,1,1,2307,14460,1,23,4,2,80,1,5,2,3,5,2,3,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True
1354,56,1162,24,2,1,1907,1,97,3,1,4,2587,10261,1,16,3,4,80,0,5,3,3,4,2,1,0,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False
1355,36,335,17,2,1,1908,3,33,2,2,2,5507,16822,2,16,3,3,80,2,12,1,1,4,2,1,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1356,41,337,8,3,1,1909,3,54,3,2,2,4393,26841,5,21,4,3,80,1,14,3,3,5,4,1,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
1357,42,1396,6,3,1,1911,3,83,3,3,1,13348,14842,9,13,3,2,80,1,18,3,4,13,7,5,7,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1358,31,1079,10,2,1,1912,3,86,3,2,4,6583,20115,2,11,3,4,80,1,8,2,3,5,2,1,4,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
1359,34,735,3,1,1,1915,4,75,2,2,4,8103,16495,3,12,3,3,80,0,9,3,2,4,2,0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
1360,31,471,4,3,1,1916,1,62,4,1,3,3978,16031,8,12,3,2,80,1,4,0,2,2,2,2,2,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
1361,26,1096,6,3,1,1918,3,61,4,1,4,2544,7102,0,18,3,1,80,1,8,3,3,7,7,7,7,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
1362,45,1297,1,4,1,1922,2,44,3,2,3,5399,14511,4,12,3,3,80,0,12,3,3,4,2,0,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
1363,33,217,10,4,1,1924,2,43,3,2,3,5487,10410,1,14,3,2,80,0,10,2,2,10,4,0,9,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False
